company_id,type,rule_id,text,confidence_pct
BHEL,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,71.3
BHEL,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.1
BHEL,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
BHEL,con,12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,99.1
BOSCHLTD,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
BOSCHLTD,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
BOSCHLTD,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
BOSCHLTD,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,91.0
BOSCHLTD,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,97.4
BOSCHLTD,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.0
BOSCHLTD,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
BPCL,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,75.1
BPCL,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,68.2
BPCL,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95.5
BPCL,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
BPCL,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
BPCL,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,66.9
BRITANNIA,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
BRITANNIA,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,89.7
BRITANNIA,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.3
CANBK,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72.4
CANBK,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
CANBK,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
CANBK,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,86.1
CANBK,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
CANBK,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,92.7
CANBK,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
CANBK,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
CANBK,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88.9
CANBK,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
CHOLAFIN,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81.2
CHOLAFIN,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.2
CHOLAFIN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.9
CHOLAFIN,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91.2
CHOLAFIN,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82.0
CHOLAFIN,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.0
CHOLAFIN,con,2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
CHOLAFIN,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,99.3
CHOLAFIN,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,87.7
CHOLAFIN,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
CIPLA,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
CIPLA,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
CIPLA,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.8
CIPLA,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
CIPLA,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.9
CIPLA,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
CIPLA,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
CIPLA,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,77.2
COALINDIA,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
COALINDIA,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
COALINDIA,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
COALINDIA,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67.9
COALINDIA,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,92.8
COALINDIA,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.3
COALINDIA,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,96.6
COALINDIA,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
DABUR,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
DABUR,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.9
DABUR,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,81.6
DABUR,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,65.7
DIVISLAB,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
DIVISLAB,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.4
DIVISLAB,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
DIVISLAB,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
DIVISLAB,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
DIVISLAB,con,9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,81.2
DLF,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
DLF,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,83.8
DLF,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,71.8
DLF,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,74.7
DLF,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
DLF,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79.0
DLF,con,12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
DMART,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77.8
DMART,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.2
DMART,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DMART,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.1
DMART,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.7
DMART,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
DRREDDY,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
DRREDDY,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.7
DRREDDY,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.9
DRREDDY,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DRREDDY,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.6
DRREDDY,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,94.3
DRREDDY,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
EICHERMOT,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
EICHERMOT,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,67.8
EICHERMOT,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
EICHERMOT,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,93.1
EICHERMOT,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,96.0
EICHERMOT,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.7
GAIL,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,96.8
GAIL,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,68.0
GAIL,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,69.9
GODREJCP,con,4,Company reported a net loss in the most recent financial year,90.0
GODREJCP,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,83.4
GRASIM,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,81.3
GRASIM,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,94.7
GRASIM,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
GRASIM,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,84.6
GRASIM,con,9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,73.2
GRASIM,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
HAL,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
HAL,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.5
HAL,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,76.4
HAL,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HAL,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,74.0
HAL,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,92.2
HAL,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
HAL,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,83.9
HAVELLS,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HAVELLS,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,72.0
HCLTECH,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70.9
HCLTECH,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
HCLTECH,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HCLTECH,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,69.1
HCLTECH,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,71.8
HDFCBANK,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81.2
HDFCBANK,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCBANK,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.8
HDFCBANK,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,92.2
HDFCBANK,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66.0
HDFCBANK,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.7
HDFCBANK,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,67.3
HDFCBANK,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82.9
HDFCBANK,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
HDFCLIFE,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79.4
HDFCLIFE,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCLIFE,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HDFCLIFE,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,72.8
HEROMOTOCO,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
HEROMOTOCO,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HEROMOTOCO,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HEROMOTOCO,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,87.5
HEROMOTOCO,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,74.9
HEROMOTOCO,con,12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
HINDALCO,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDALCO,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HINDALCO,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.7
HINDALCO,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
HINDALCO,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,66.1
HINDUNILVR,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
HINDUNILVR,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDUNILVR,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HINDUNILVR,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,92.1
HINDUNILVR,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.8
ICICIBANK,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.2
ICICIBANK,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIBANK,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
ICICIBANK,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,81.7
ICICIBANK,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
ICICIBANK,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,76.9
ICICIBANK,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
ICICIBANK,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
ICICIBANK,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,69.7
ICICIBANK,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.7
ICICIBANK,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
ICICIGI,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
ICICIGI,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
ICICIGI,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIGI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
ICICIGI,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,82.0
ICICIGI,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,86.8
ICICIPRULI,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.3
ICICIPRULI,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIPRULI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
INDIGO,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
INDIGO,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.1
INDIGO,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
INDIGO,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
INDIGO,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94.4
INDIGO,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,91.5
INDIGO,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
INDIGO,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
INDIGO,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
INDIGO,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
INDUSINDBK,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.2
INDUSINDBK,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,96.6
INDUSINDBK,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,68.6
INDUSINDBK,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.1
INDUSINDBK,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,81.0
INDUSINDBK,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,88.0
INDUSINDBK,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
INDUSINDBK,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,87.5
INDUSINDBK,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
INFY,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,89.2
INFY,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
INFY,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
INFY,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,89.5
INFY,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,72.7
IOC,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.2
IOC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,65.7
IOC,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.9
IOC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
IOC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
IOC,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,67.7
IRCTC,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
IRCTC,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.9
IRCTC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,86.8
